epoch,d_loss,g_loss
1,0.42665478587150574,3.0251030921936035
2,0.6572582125663757,2.521291494369507
3,0.5693163275718689,2.8548851013183594
4,0.5013672113418579,3.0257768630981445
5,0.47067779302597046,3.11018443107605
6,0.49128904938697815,3.1197426319122314
7,0.3888017237186432,3.363048791885376
8,0.39581596851348877,3.4567179679870605
9,0.3366295397281647,3.6669750213623047
10,0.3608286678791046,3.629716396331787
11,0.3653917610645294,3.5550832748413086
12,0.34323322772979736,3.6503429412841797
13,0.3249199390411377,3.7665855884552
14,0.2987339496612549,3.7666192054748535
15,0.2755710482597351,3.981733560562134
16,0.3066468834877014,3.7669312953948975
17,0.25251924991607666,4.047982692718506
18,0.23598715662956238,4.085426330566406
19,0.2714558243751526,4.055881500244141
20,0.25647276639938354,4.111650466918945
21,0.27565038204193115,3.948509454727173
22,0.24686017632484436,4.11088228225708
23,0.26189517974853516,4.036691665649414
24,0.20950593054294586,4.145860195159912
25,0.23200905323028564,4.2024922370910645
26,0.21797050535678864,4.233837604522705
27,0.2290031760931015,4.268925189971924
28,0.17916260659694672,4.292442798614502
29,0.23111772537231445,4.2142205238342285
30,0.1947776973247528,4.311352252960205
31,0.21157503128051758,4.244342803955078
32,0.19412414729595184,4.169888019561768
33,0.19236913323402405,4.2941484451293945
34,0.19326505064964294,4.370325088500977
35,0.1801280528306961,4.443795204162598
36,0.20918633043766022,4.242838382720947
37,0.17937195301055908,4.351163864135742
38,0.18627600371837616,4.321654319763184
39,0.1526406705379486,4.489537715911865
40,0.13281145691871643,4.696841716766357
41,0.1617872267961502,4.525440216064453
42,0.17524081468582153,4.552089214324951
43,0.2005624622106552,4.459990978240967
44,0.15679875016212463,4.6912970542907715
45,0.15776003897190094,4.453769683837891
46,0.1948544979095459,4.498638153076172
47,0.14945624768733978,4.565832614898682
48,0.09894769638776779,4.905271530151367
49,0.15510106086730957,4.77646541595459
50,0.1834532916545868,4.514244556427002
51,0.16391701996326447,4.592020511627197
52,0.1385093778371811,4.6916632652282715
53,0.17958463728427887,4.509918212890625
54,0.16457805037498474,4.56966495513916
55,0.16044823825359344,4.490087985992432
56,0.1411987990140915,4.744404315948486
57,0.17284491658210754,4.482207298278809
58,0.15807083249092102,4.494472503662109
59,0.14740024507045746,4.668839931488037
60,0.1560893952846527,4.717798709869385
61,0.1403351128101349,4.7010498046875
62,0.16871659457683563,4.584544658660889
63,0.15361329913139343,4.805251598358154
64,0.13203807175159454,4.77427339553833
65,0.11842665076255798,4.7833027839660645
66,0.12652702629566193,4.824315071105957
67,0.15321002900600433,4.682861804962158
68,0.15279440581798553,4.787425994873047
69,0.1588902324438095,4.648237228393555
70,0.08923432976007462,4.934205055236816
71,0.18143217265605927,4.523313999176025
72,0.1525561511516571,4.528774738311768
73,0.14542655646800995,4.642598628997803
74,0.15668153762817383,4.561378479003906
75,0.13228949904441833,4.818652153015137
76,0.12992523610591888,4.557985782623291
77,0.1526971459388733,4.751620292663574
78,0.11705363541841507,4.856491565704346
79,0.16681210696697235,4.744781017303467
80,0.13724374771118164,4.817763328552246
81,0.1457197070121765,4.629242420196533
82,0.10645124316215515,5.039193630218506
83,0.12407255917787552,5.004705905914307
84,0.12147273868322372,5.0963029861450195
85,0.12966524064540863,4.80946159362793
86,0.0958198755979538,5.206204414367676
87,0.13306045532226562,4.808714866638184
88,0.13861827552318573,4.82102108001709
89,0.12457937002182007,4.9403228759765625
90,0.11610190570354462,5.134352207183838
91,0.10187637805938721,5.066755294799805
92,0.1354619562625885,5.00300407409668
93,0.11900468915700912,5.02061653137207
94,0.15325017273426056,4.77936315536499
95,0.15208357572555542,4.749806880950928
96,0.10451468825340271,4.857306957244873
97,0.10551303625106812,5.123954772949219
98,0.10061567276716232,5.135283470153809
99,0.14333194494247437,4.9657883644104
100,0.11460275948047638,5.167825222015381
